Muscle_Group,Exercise,Difficulty_Level,Equipment_Required,Target_Intensity,Primary_Muscle_Group,Secondary_Muscle_Group,Exercise_Duration,Recovery_Time,Exercise_Type,Calories_Burned,Exercise_Progression,Injury_Risk_Level
Shoulders,Rotator Cuff Stretch,Beginner,None,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Assisted Reverse Stretch (Chest And Shoulder),Beginner,None,Low,Chest,Shoulders,5 minutes,1 minute,Stretch,10,None,Low
Calf,Band Foot External Rotation,Beginner,Resistance Band,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Abs,Lying Upper Body Rotation,Beginner,None,Low,Core,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,Lever Pullover,Intermediate,Lever Machine,Moderate,Back,Chest,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Hip,90/90 Hip Stretch,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,One Arm Chin-Up,Advanced,None,High,Back,Biceps,10 minutes,3 minutes,Strength,150,Increase reps,High
Back / Wing,Scapula Pull-up,Intermediate,None,Moderate,Back,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Back / Wing,Archer Pull-up,Advanced,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Back / Wing,Jumping Pull-up,Beginner,None,Low,Back,Biceps,10 minutes,2 minutes,Strength,80,Increase reps,Low
Back / Wing,Commando Pull-up,Intermediate,None,Moderate,Back,Biceps,10 minutes,2 minutes,Strength,90,Increase reps,Low
Back / Wing,Behind The Neck Pull-up,Advanced,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Chest,Lever Decline Chest Press,Intermediate,Lever Machine,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,Cable One-Arm Pulldown,Intermediate,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Bicycle Twisting Crunch,Intermediate,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Triceps,Decline Close-Grip Bench To Skull Crusher,Intermediate,Barbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Barbell Decline Bent Arm Pullover,Intermediate,Barbell,Moderate,Back,Chest,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Erector Spinae,Stiff Leg Deadlift,Intermediate,Barbell,Moderate,Lower Back,Hamstrings,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Back / Wing,Dead Hang,Beginner,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Erector Spinae,Kneeling Back Rotation,Beginner,None,Low,Lower Back,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Serratus Wall Slide With Foam Roller,Beginner,Foam Roller,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Abs,Fish Pose,Beginner,None,Low,Core,None,5 minutes,1 minute,Stretch,10,None,Low
Abs,Hands In Air Dead Bug,Beginner,None,Low,Core,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Cardio,Cross Body Push-up,Intermediate,None,Moderate,Cardio,None,10 minutes,2 minutes,Aerobic,90,None,Low
Shoulders,Wall Supported Arm Raises,Beginner,None,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Backhand Raise,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,4 Point Tummy Vacuum Exercise,Beginner,None,Low,Core,None,5 minutes,1 minute,Isometric,10,Increase duration,Low
Back / Wing,Isometric Pull-Up,Advanced,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase duration,High
Biceps,Dumbbell Preacher Hammer (Scott) Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,One Arm Prone Dumbbell Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Dumbbell Alternate Preacher Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Two Dumbbell Preacher Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Seated Flutter Kick,Beginner,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Seated Cable Twist,Intermediate,Cable Machine,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Shoulders,Dumbbell Seated Cuban Press,Intermediate,Dumbbell,Moderate,Shoulders,Rotator Cuff,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Kneeling Cable Shoulder Press,Intermediate,Cable Machine,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Biceps,Flexor Incline Dumbbell Curls,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Trapezius,Dip Shrugs (Serratus Shrugs),Intermediate,None,Moderate,Trapezius,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Leg,Dumbbell Goblet Curtsey Lunge,Intermediate,Dumbbell,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Cable Forward Lunge,Intermediate,Cable Machine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Kneeling Cable Pull Through,Intermediate,Cable Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Cable Lunge,Intermediate,Cable Machine,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Cable Front Squat,Intermediate,Cable Machine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Barbell One Arm Floor Press,Intermediate,Barbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Barbell Alternate Biceps Curl,Intermediate,Barbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Forearm,Weighted Neutral Wrist Curl,Intermediate,Weight Plate,Moderate,Forearms,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,Incline Chest Press Machine,Intermediate,Chest Press Machine,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase resistance,Moderate
Chest,İncline Cable Fly,Intermediate,Cable Machine,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Bodyweight Kneeling Sissy Squat,Beginner,None,Low,Core,Quads,8 minutes,1 minute,Strength,70,Increase duration,Low
Back / Wing,Wide Grip Barbell Bent Over Row Plus,Intermediate,Barbell,Moderate,Back,None,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Back / Wing,Wide Grip Alternate Barbell Bent Over Row Plus,Intermediate,Barbell,Moderate,Back,None,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Full Body,Trap Bar Jump Squat,Advanced,Trap Bar,High,Full Body,None,15 minutes,3 minutes,Strength,200,Increase weight,High
Cardio,Box Jump to Pistol Squat,Advanced,None,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Cardio,Box Jump 2 to 1,Advanced,None,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Cardio,Box Jump 1 to 2,Advanced,None,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Cardio,Single Leg Box Jump,Advanced,None,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Abs,Bow Pose,Beginner,None,Low,Core,None,5 minutes,1 minute,Stretch,10,None,Low
Erector Spinae,Cat Cow Pose,Beginner,None,Low,Lower Back,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,Wall Slides,Beginner,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Abs,Kneeling T-spine Rotation,Beginner,None,Low,Core,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Plate Loaded Shoulder Press,Intermediate,Plate Loaded Machine,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Calf,Toe Extensor Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Abs,Standing Barbell Rollout,Advanced,Barbell,High,Core,None,10 minutes,3 minutes,Strength,120,Increase duration,High
Triceps,Asisted Triceps Dips,Beginner,Assisted Machine,Low,Triceps,None,8 minutes,1 minute,Strength,70,None,Low
Abs,Side Plank Oblique Crunch,Intermediate,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Chest,Reverse Chest Stretch,Beginner,None,Low,Chest,None,5 minutes,1 minute,Stretch,10,None,Low
Abs,Medicine Ball-Sit-up Throw,Intermediate,Medicine Ball,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase weight,Low
Calf,Standing Dorsiflexion,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Standing Wall Calf Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Standing Toe Up Achilles Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Standing Toe Flexor Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Standing Gastrocnemius Calf Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Single Heel Drop Calf Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Seated Straight Leg Calf Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Lunging Straight Leg Calf Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Posterior Tibialis Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Foot and Ankles Stretches,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Foot and Ankle Rotation,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Calves Stretch Static Position,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Single Leg Calves Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Calf Stretch With Rope,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Crouching Heel Back Calf Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Chest Supported Dumbbell Front Raises,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Full Body,Barbell Jump Squat,Advanced,Barbell,High,Full Body,None,15 minutes,3 minutes,Strength,200,Increase weight,High
Abs,Side Bent,Beginner,None,Low,Core,Obliques,8 minutes,1 minute,Strength,70,Increase duration,Low
Shoulders,One-Arm Dumbbell Upright Row,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Leg Scissors,Beginner,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Abdominal Bracing,Beginner,None,Low,Core,None,5 minutes,1 minute,Isometric,10,Increase duration,Low
Shoulders,Single Arm Arnold Press,Intermediate,Dumbbell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Cable Kneeling Biceps Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Yoga,Double Pigeon Pose,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Hip,Frog Pose,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Kneeling Landmine Press,Intermediate,Landmine,Moderate,Chest,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,Pike Push-Up Between Chairs,Intermediate,None,Moderate,Chest,Shoulders,8 minutes,2 minutes,Strength,80,Increase reps,Low
Calisthenic,Handstand Walk,Advanced,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase duration,High
Calisthenic,Handstand,Advanced,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase duration,High
Hip,ATG Split Squat,Advanced,None,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase reps,High
Full Body,Kettlebell Clean and Press,Advanced,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Dumbbell Z Press,Intermediate,Dumbbell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Seated Piriformis Stretch,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Hip,Barbell Pin Front Squat,Advanced,Barbell,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Cable Y Raise,Intermediate,Cable Machine,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Lying Toe Touches,Beginner,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Back / Wing,Climbing Monkey Bars,Beginner,None,Low,Back,None,10 minutes,2 minutes,Strength,80,None,Low
Back / Wing,Supine Spinal Twist,Beginner,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Heel Touch Side Kick Squat,Intermediate,None,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Shoulders,Alternate Dumbbell Lateral Raise,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Back Slaps Wrap Around Stretch,Beginner,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Reaction Ball Throw,Beginner,Reaction Ball,Low,Chest,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Shoulders,Front Rack PVC Stretch,Beginner,None,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,Bodyweight Row in Doorway,Beginner,None,Low,Back,None,10 minutes,2 minutes,Strength,80,None,Low
Back / Wing,Lever High Row,Intermediate,Lever Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Dumbbell Floor Wipers,Intermediate,Dumbbell,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase weight,Low
Hip,Hip Extension On Bench,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Calf,Seated Calf Press on Leg Press Machine,Intermediate,Leg Press Machine,Moderate,Calves,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Calf,Single Calf Raise on Leg Press Machine,Intermediate,Leg Press Machine,Moderate,Calves,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Donkey Kick on Smith Machine,Intermediate,Smith Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Glute Bridge on Bench,Intermediate,None,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase duration,Low
Cardio,Stationary Bike Run,Beginner,Stationary Bike,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Hip,Donkey Kick on Leg Extension Machine,Intermediate,Leg Extension Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Hip Thrust on The Leg Extension Machine,Intermediate,Leg Extension Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Hip Thrust Machine,Intermediate,Hip Thrust Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Squat on The Abductor Machine,Intermediate,Abductor Machine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Barbell Single Leg Hip Thrust,Intermediate,Barbell,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Incline Dumbbell Hammer Row,Intermediate,Dumbbell,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Pelvic Tilt,Beginner,None,Low,Hips,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Hip,Glute Bridge One Leg on Bench,Intermediate,None,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase duration,Low
Hip,Unilateral Bridge,Intermediate,None,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase duration,Low
Abs,Side Bridge Hip Abduction,Intermediate,None,Moderate,Core,Glutes,8 minutes,2 minutes,Strength,80,Increase reps,Low
Hip,Straight Leg Kickback,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Cardio,Hands Bike,Beginner,Hands Bike,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Chest,Seated Cable Chest Press,Intermediate,Cable Machine,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Chest,Seated Cable Close Grip Chest Press,Intermediate,Cable Machine,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Cable Half Kneeling Pallof Press,Intermediate,Cable Machine,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Cardio,Squat Tuck Jump,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Hip,Decline Bench Dumbbell Lunge,Intermediate,Dumbbell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Standing Triceps Stretch,Beginner,None,Low,Triceps,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Chest and Front of Shoulder Stretch,Beginner,None,Low,Chest,Shoulders,5 minutes,1 minute,Stretch,10,None,Low
Calisthenic,Forearm Push-up,Intermediate,None,Moderate,Upper Body,None,8 minutes,2 minutes,Strength,80,Increase reps,Low
Back / Wing,Plate Loaded Seated Row,Intermediate,Plate Loaded Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Biceps,Cable Two Arm Curl on Incline Bench,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,Chin Up Around the Bar,Advanced,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Hip,Banded Standing Glute Kickback,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Seated Hip Abduction,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Single Leg Glute Bridge,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Glute Bridge,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,EZ-Bar Bent Arm Pullover,Intermediate,EZ-Bar,Moderate,Back,Chest,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Lateral Leg Swings,Beginner,None,Low,Hips,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Biceps,Elbow Flexion,Beginner,None,Low,Biceps,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Shoulders,Shoulder External Rotation,Beginner,None,Low,Shoulders,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Shoulders,Shoulder Internal Rotation,Beginner,None,Low,Shoulders,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Shoulders,Lateral Raise with Towel on Wall,Beginner,Towel,Low,Shoulders,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Shoulders,Alternating Shoulder Flexion,Beginner,None,Low,Shoulders,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Hip,Banded Walk,Beginner,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Band Side Lying Clam,Beginner,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Resistance Band Lateral Walk,Beginner,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Banded Glute Kickbacks,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Donkey Kicks,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Thigh Fly,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Band Side Lying Leg Lift,Beginner,Resistance Band,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Banded Fire Hydrant,Intermediate,Resistance Band,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Biceps,Cable Pulldown Biceps Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Kneeling Jump Squat,Intermediate,None,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase reps,Low
Leg,Banded Split Squat,Intermediate,Resistance Band,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Banded Kettlebell Goblet Squat,Intermediate,Kettlebell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Banded Lunge,Intermediate,Resistance Band,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Banded Leg Curl,Intermediate,Resistance Band,Moderate,Legs,Hamstrings,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Standing Single Leg Curl Machine,Intermediate,Single Leg Curl Machine,Moderate,Legs,Hamstrings,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Decline Dumbbell Leg Curl,Intermediate,Dumbbell,Moderate,Legs,Hamstrings,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Low Cable Tricep Kickback,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Banded Shoulder External Rotation,Intermediate,Resistance Band,Moderate,Shoulders,Rotator Cuff,10 minutes,2 minutes,Strength,85,Increase resistance,Low
Shoulders,Banded Shoulder Flexion,Intermediate,Resistance Band,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,Banded Shoulder Extension,Intermediate,Resistance Band,Moderate,Back,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,Banded Shoulder Adduction,Intermediate,Resistance Band,Moderate,Back,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Kettlebell Front Squat,Intermediate,Kettlebell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Single Knee To Chest,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Hip,Pistol Squat to Box,Advanced,None,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase reps,High
Hip,Frog Pump,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Landmine Deadlift,Intermediate,Landmine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Landmine T-Bar Row,Intermediate,Landmine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Cardio,1-2 Stick Drill,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Back / Wing,Cable Twisting Standing High Row,Intermediate,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Biceps,Band Biceps Curl,Intermediate,Resistance Band,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Band Skull Crusher,Intermediate,Resistance Band,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,Single Arm Twisting Seated Cable Row,Intermediate,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,Band Alternating Lat Pulldown,Intermediate,Resistance Band,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,Band Alternating Low Row with Twist,Intermediate,Resistance Band,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Chest,Band Alternate Incline Chest Press,Intermediate,Resistance Band,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Shoulders,Band Single Arm Shoulder Press,Intermediate,Resistance Band,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Band Seated Hip External Rotation,Beginner,Resistance Band,Low,Hips,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Band Seated Hip Internal Rotation,Beginner,Resistance Band,Low,Hips,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Back / Wing,Band Seated Row,Intermediate,Resistance Band,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Triceps,Band Pushdown,Intermediate,Resistance Band,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Landmine Squat,Intermediate,Landmine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Sissy Squat,Advanced,None,High,Legs,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Biceps,Single Dumbbell Spider Hammer Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Decline Dumbbell Triceps Extension,Intermediate,Dumbbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Dumbbell Tate Press,Intermediate,Dumbbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Rack Pull,Advanced,Barbell,High,Hips,Glutes,15 minutes,3 minutes,Strength,200,Increase weight,High
Calisthenic,Handstand Push-ups Between Benches,Advanced,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Calisthenic,Kipping Handstand Push-up,Advanced,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Back / Wing,Barbell Pendlay Row,Intermediate,Barbell,Moderate,Back,None,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Hip,Standing Knee Hugs,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Erector Spinae,Superman,Beginner,None,Low,Lower Back,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Fire Hydrant,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Cardio,Step Up with Knee Raises,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Abs,Snap Jumps,Beginner,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Piriformis Stretch,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Hip,Half Kneeling Hip Flexor Stretch,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Hip,Barbell Glute Bridge,Intermediate,Barbell,Moderate,Hips,Glutes,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Cable Hip Extension,Intermediate,Cable Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
