Muscle_Group,Exercise,Difficulty_Level,Equipment_Required,Target_Intensity,Primary_Muscle_Group,Secondary_Muscle_Group,Exercise_Duration,Recovery_Time,Exercise_Type,Calories_Burned,Exercise_Progression,Injury_Risk_Level
Biceps,Cable Incline Biceps Curl,Medium,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Lever Reverse Shoulder Press,Medium,Lever Machine,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Lever Kneeling Leg Curl,Medium,Lever Machine,Moderate,Legs,Hamstrings,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Standing Twist Machine,Medium,Twist Machine,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Shoulders,Side Lying Rear Delt Dumbbell Raise,Medium,Dumbbell,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,85,Increase weight,Low
Shoulders,Scapula Dips,Easy,None,Low,Shoulders,None,8 minutes,1 minute,Strength,70,Increase reps,Low
Trapezius,Scapula Dips,Easy,,Low,Shoulders,,8 minutes,1 minute,Strength,70,Increase reps,Low
Triceps,Triceps Extension Machine,Medium,Extension Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Ez-Bar Incline Front Raise,Medium,EZ-Bar,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Triceps Dip Machine,Medium,Dip Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Seated Crunch Machine,Medium,Crunch Machine,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Chest,Push-Up Plus,Easy,None,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Trapezius,Push-Up Plus,Easy,,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Back / Wing,Seated Toe Touches,Easy,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Erector Spinae,Seated Toe Touches,Easy,,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Leg,Seated Toe Touches,Easy,,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Cardio,Vibration Plate,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Back / Wing,L-Sit Pull-Up,Hard,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Calisthenic,L-Sit Pull-Up,Hard,,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Full Body,L-Sit Pull-Up,Hard,,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Back / Wing,Back Lever,Hard,None,High,Back,None,10 minutes,3 minutes,Strength,120,Increase duration,High
Calisthenic,Back Lever,Hard,,High,Back,,10 minutes,3 minutes,Strength,120,Increase duration,High
Full Body,Back Lever,Hard,,High,Back,,10 minutes,3 minutes,Strength,120,Increase duration,High
Shoulders,Back Lever,Hard,,High,Back,,10 minutes,3 minutes,Strength,120,Increase duration,High
Back / Wing,Swing 360,Hard,None,High,Back,None,10 minutes,3 minutes,Strength,120,Increase duration,High
Calisthenic,Swing 360,Hard,,High,Back,,10 minutes,3 minutes,Strength,120,Increase duration,High
Back / Wing,Front Lever Pull-up,Hard,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Calisthenic,Front Lever Pull-up,Hard,,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Full Body,Front Lever Pull-up,Hard,,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Shoulders,Barbell Front Raise Twist,Medium,Barbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Reverse Hack Squat,Medium,Hack Squat Machine,Moderate,Hips,Quads,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Leg,Reverse Hack Squat,Medium,Hack Squat Machine,Moderate,Hips,Quads,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Hip,Duck Walk,Easy,None,Low,Hips,Quads,8 minutes,1 minute,Strength,70,Increase duration,Low
Leg,Duck Walk,Easy,,Low,Hips,Quads,8 minutes,1 minute,Strength,70,Increase duration,Low
Calisthenic,Single-Arm Push-up,Hard,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Chest,Single-Arm Push-up,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Triceps,Single-Arm Push-up,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Shoulders,Kettlebell Shoulder Press,Medium,Kettlebell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Trap Bar Deadlift,Hard,Trap Bar,High,Legs,None,15 minutes,3 minutes,Strength,200,Increase weight,High
Hip,Zercher Squat,Hard,Barbell,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Zercher Squat,Hard,Barbell,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Front Squat,Hard,Barbell,High,Legs,None,15 minutes,3 minutes,Strength,200,Increase weight,High
Abs,Barbell Rollout,Hard,Barbell,High,Core,None,10 minutes,3 minutes,Strength,120,Increase duration,High
Abs,Landmine Twist,Medium,Landmine,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Frog Crunch,Easy,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Ab Wheel Rollout,Medium,Ab Wheel,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase duration,Low
Hip,Ab Wheel Rollout,Medium,Ab Wheel,Moderate,Core,,8 minutes,2 minutes,Strength,80,Increase duration,Low
Calisthenic,Wall-Supported Handstand Push-Ups,Hard,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Shoulders,Wall-Supported Handstand Push-Ups,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Triceps,Wall-Supported Handstand Push-Ups,Hard,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Cardio,High Knees Against Wall,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Back / Wing,Towel Shoulder Stretch,Easy,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Towel Shoulder Stretch,Easy,,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Triceps,Towel Shoulder Stretch,Easy,,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Calf,Standing Hamstring Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Hip,Standing Hamstring Stretch,Easy,,Low,Calves,,5 minutes,1 minute,Stretch,10,,Low
Leg,Standing Hamstring Stretch,Easy,,Low,Calves,,5 minutes,1 minute,Stretch,10,,Low
Hip,Kettlebell Thruster,Hard,Kettlebell,High,Hips,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Kettlebell Thruster,Hard,Kettlebell,High,Hips,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Kettlebell Thruster,Hard,Kettlebell,High,Hips,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Full Body,One Arm Dumbbell Snatch,Hard,Dumbbell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Hip,One Arm Dumbbell Snatch,Hard,Dumbbell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,One Arm Dumbbell Snatch,Hard,Dumbbell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,One Arm Dumbbell Snatch,Hard,Dumbbell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Single Leg Press,Medium,Leg Press Machine,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Cardio,Vertical Mountain Climber,Easy,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Hip,Landmine Lunge,Medium,Landmine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Landmine Lunge,Medium,Landmine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,One-Arm Kettlebell Chest Press,Medium,Kettlebell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Chest,Kettlebell Chest Press on the Floor,Medium,Kettlebell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Calf,Weighted Seated Calf Raise,Medium,Weight Plate,Moderate,Calves,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,Wide Grip Bench Press,Medium,Barbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Chest,Decline Barbell Bench Press,Medium,Barbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Leg,Single Leg Extension,Medium,Leg Extension Machine,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Smith Machine Leg Press,Medium,Smith Machine,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Band Front Lateral Raise,Medium,Resistance Band,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Smith Machine Lunge,Medium,Smith Machine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Smith Machine Lunge,Medium,Smith Machine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Skater Squat,Medium,None,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Shoulders,Shoulder Pendulum,Easy,None,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,One Arm Push Ups With Support,Medium,None,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase reps,Low
Chest,Band Standing Chest Press,Medium,Resistance Band,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Shrimp Squat,Hard,None,High,Legs,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Shoulders,90-Degree Cable External Rotation,Medium,Cable Machine,Moderate,Shoulders,Rotator Cuff,10 minutes,2 minutes,Strength,85,Increase resistance,Low
Shoulders,90-degree Cable Internal Rotation,Medium,Cable Machine,Moderate,Shoulders,Rotator Cuff,10 minutes,2 minutes,Strength,85,Increase resistance,Low
Hip,Towel Leg Curl,Easy,Towel,Low,Hips,Hamstrings,8 minutes,1 minute,Strength,70,Increase duration,Low
Leg,Towel Leg Curl,Easy,Towel,Low,Hips,Hamstrings,8 minutes,1 minute,Strength,70,Increase duration,Low
Cardio,Single Leg Hip Thrust Jump,Medium,None,Moderate,Cardio,None,10 minutes,2 minutes,Aerobic,90,None,Low
Hip,Single Leg Hip Thrust Jump,Medium,,Moderate,Cardio,,10 minutes,2 minutes,Aerobic,90,,Low
Chest,Seated Chest Stretch,Easy,None,Low,Chest,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Seated Ballerina Exercise,Easy,None,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Trapezius,Seated Ballerina Exercise,Easy,,Low,Shoulders,,5 minutes,1 minute,Stretch,10,,Low
Shoulders,Seated Scapular Retraction Exercise,Easy,None,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Trapezius,Seated Scapular Retraction Exercise,Easy,,Low,Shoulders,,5 minutes,1 minute,Stretch,10,,Low
Leg,Foam Roller IT (iliotibial Band) Stretch,Easy,Foam Roller,Low,Legs,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,Foam Roller Back Stretch,Easy,Foam Roller,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Erector Spinae,Foam Roller Back Stretch,Easy,Foam Roller,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Back / Wing,Foam Roller Rhomboids,Easy,Foam Roller,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Trapezius,Foam Roller Rhomboids,Easy,Foam Roller,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Hip,Foam Roller Glutes,Easy,Foam Roller,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Foam Roller Quads,Easy,Foam Roller,Low,Legs,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Foam Roller Posterior Shoulder,Easy,Foam Roller,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Foam Roller Chest Stretch,Easy,Foam Roller,Low,Chest,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,Foam Roller Upper Back,Easy,Foam Roller,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Trapezius,Foam Roller Upper Back,Easy,Foam Roller,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Back / Wing,Foam Roller Lat Stretch,Easy,Foam Roller,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Hip,Foam Roller Inner Thigh Adductor Stretch,Easy,Foam Roller,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Foam Roller Inner Thigh Adductor Stretch,Easy,Foam Roller,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Leg,Foam Roller Hamstrings,Easy,Foam Roller,Low,Legs,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Foam Roller Front Shoulder and Chest,Easy,Foam Roller,Low,Chest,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Foam Roller Front Shoulder and Chest,Easy,Foam Roller,Low,Chest,,5 minutes,1 minute,Stretch,10,,Low
Leg,Foam Roller Plantar Fasciitis,Easy,Foam Roller,Low,Legs,None,5 minutes,1 minute,Stretch,10,None,Low
Calf,Foam Roller Calves,Easy,Foam Roller,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Rotator Cuff Stretch,Easy,None,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Assisted Reverse Stretch (Chest And Shoulder),Easy,None,Low,Chest,Shoulders,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Assisted Reverse Stretch (Chest And Shoulder),Easy,,Low,Chest,Shoulders,5 minutes,1 minute,Stretch,10,,Low
Calf,Band Foot External Rotation,Easy,Resistance Band,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Abs,Lying Upper Body Rotation,Easy,None,Low,Core,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,Lying Upper Body Rotation,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Chest,Lying Upper Body Rotation,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Erector Spinae,Lying Upper Body Rotation,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Shoulders,Lying Upper Body Rotation,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Back / Wing,Lever Pullover,Medium,Lever Machine,Moderate,Back,Chest,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Hip,90/90 Hip Stretch,Easy,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,90/90 Hip Stretch,Easy,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Back / Wing,One Arm Chin-Up,Hard,None,High,Back,Biceps,10 minutes,3 minutes,Strength,150,Increase reps,High
Biceps,One Arm Chin-Up,Hard,,High,Back,Biceps,10 minutes,3 minutes,Strength,150,Increase reps,High
Back / Wing,Scapula Pull-up,Medium,None,Moderate,Back,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Trapezius,Scapula Pull-up,Medium,,Moderate,Back,,10 minutes,2 minutes,Strength,90,Increase reps,Low
Back / Wing,Archer Pull-up,Hard,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Calisthenic,Archer Pull-up,Hard,,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Full Body,Archer Pull-up,Hard,,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Back / Wing,Jumping Pull-up,Easy,None,Low,Back,Biceps,10 minutes,2 minutes,Strength,80,Increase reps,Low
Back / Wing,Commando Pull-up,Medium,None,Moderate,Back,Biceps,10 minutes,2 minutes,Strength,90,Increase reps,Low
Back / Wing,Behind The Neck Pull-up,Hard,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Chest,Lever Decline Chest Press,Medium,Lever Machine,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,Cable One-Arm Pulldown,Medium,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Bicycle Twisting Crunch,Medium,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Triceps,Decline Close-Grip Bench To Skull Crusher,Medium,Barbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Barbell Decline Bent Arm Pullover,Medium,Barbell,Moderate,Back,Chest,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Erector Spinae,Stiff Leg Deadlift,Medium,Barbell,Moderate,Lower Back,Hamstrings,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Hip,Stiff Leg Deadlift,Medium,Barbell,Moderate,Lower Back,Hamstrings,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Leg,Stiff Leg Deadlift,Medium,Barbell,Moderate,Lower Back,Hamstrings,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Back / Wing,Dead Hang,Easy,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Erector Spinae,Kneeling Back Rotation,Easy,None,Low,Lower Back,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Kneeling Back Rotation,Easy,,Low,Lower Back,,5 minutes,1 minute,Stretch,10,,Low
Shoulders,Serratus Wall Slide With Foam Roller,Easy,Foam Roller,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Trapezius,Serratus Wall Slide With Foam Roller,Easy,Foam Roller,Low,Shoulders,,5 minutes,1 minute,Stretch,10,,Low
Abs,Fish Pose,Easy,None,Low,Core,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Fish Pose,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Neck,Fish Pose,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Yoga,Fish Pose,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Abs,Hands In Air Dead Bug,Easy,None,Low,Core,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Cardio,Cross Body Push-up,Medium,None,Moderate,Cardio,None,10 minutes,2 minutes,Aerobic,90,None,Low
Full Body,Cross Body Push-up,Medium,,Moderate,Cardio,,10 minutes,2 minutes,Aerobic,90,,Low
Shoulders,Wall Supported Arm Raises,Easy,None,Low,Shoulders,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Backhand Raise,Medium,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,4 Point Tummy Vacuum Exercise,Easy,None,Low,Core,None,5 minutes,1 minute,Isometric,10,Increase duration,Low
Back / Wing,Isometric Pull-Up,Hard,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase duration,High
Biceps,Dumbbell Preacher Hammer (Scott) Curl,Medium,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Forearm,Dumbbell Preacher Hammer (Scott) Curl,Medium,Dumbbell,Moderate,Biceps,,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,One Arm Prone Dumbbell Curl,Medium,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Dumbbell Alternate Preacher Curl,Medium,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Two Dumbbell Preacher Curl,Medium,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Seated Flutter Kick,Easy,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Seated Cable Twist,Medium,Cable Machine,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Shoulders,Dumbbell Seated Cuban Press,Medium,Dumbbell,Moderate,Shoulders,Rotator Cuff,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Kneeling Cable Shoulder Press,Medium,Cable Machine,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Biceps,Flexor Incline Dumbbell Curls,Medium,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Trapezius,Dip Shrugs (Serratus Shrugs),Medium,None,Moderate,Trapezius,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Leg,Dumbbell Goblet Curtsey Lunge,Medium,Dumbbell,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Cable Forward Lunge,Medium,Cable Machine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Cable Forward Lunge,Medium,Cable Machine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Kneeling Cable Pull Through,Medium,Cable Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Cable Lunge,Medium,Cable Machine,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Cable Front Squat,Medium,Cable Machine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Cable Front Squat,Medium,Cable Machine,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Barbell One Arm Floor Press,Medium,Barbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Barbell Alternate Biceps Curl,Medium,Barbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Forearm,Weighted Neutral Wrist Curl,Medium,Weight Plate,Moderate,Forearms,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,Incline Chest Press Machine,Medium,Chest Press Machine,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase resistance,Moderate
Chest,İncline Cable Fly,Medium,Cable Machine,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Bodyweight Kneeling Sissy Squat,Easy,None,Low,Core,Quads,8 minutes,1 minute,Strength,70,Increase duration,Low
Leg,Bodyweight Kneeling Sissy Squat,Easy,,Low,Core,Quads,8 minutes,1 minute,Strength,70,Increase duration,Low
Back / Wing,Wide Grip Barbell Bent Over Row Plus,Medium,Barbell,Moderate,Back,None,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Trapezius,Wide Grip Barbell Bent Over Row Plus,Medium,Barbell,Moderate,Back,,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Back / Wing,Wide Grip Alternate Barbell Bent Over Row Plus,Medium,Barbell,Moderate,Back,None,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Trapezius,Wide Grip Alternate Barbell Bent Over Row Plus,Medium,Barbell,Moderate,Back,,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Full Body,Trap Bar Jump Squat,Hard,Trap Bar,High,Full Body,None,15 minutes,3 minutes,Strength,200,Increase weight,High
Hip,Trap Bar Jump Squat,Hard,Trap Bar,High,Full Body,,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Trap Bar Jump Squat,Hard,Trap Bar,High,Full Body,,15 minutes,3 minutes,Strength,200,Increase weight,High
Cardio,Box Jump to Pistol Squat,Hard,None,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Hip,Box Jump to Pistol Squat,Hard,,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Leg,Box Jump to Pistol Squat,Hard,,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Cardio,Box Jump 2 to 1,Hard,None,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Hip,Box Jump 2 to 1,Hard,,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Leg,Box Jump 2 to 1,Hard,,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Cardio,Box Jump 1 to 2,Hard,None,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Hip,Box Jump 1 to 2,Hard,,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Leg,Box Jump 1 to 2,Hard,,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Cardio,Single Leg Box Jump,Hard,None,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Hip,Single Leg Box Jump,Hard,,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Leg,Single Leg Box Jump,Hard,,High,Cardio,Legs,15 minutes,3 minutes,Strength,200,Increase reps,High
Abs,Bow Pose,Easy,None,Low,Core,None,5 minutes,1 minute,Stretch,10,None,Low
Erector Spinae,Bow Pose,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Leg,Bow Pose,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Yoga,Bow Pose,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Erector Spinae,Cat Cow Pose,Easy,None,Low,Lower Back,None,5 minutes,1 minute,Stretch,10,None,Low
Yoga,Cat Cow Pose,Easy,,Low,Lower Back,,5 minutes,1 minute,Stretch,10,,Low
Back / Wing,Wall Slides,Easy,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Wall Slides,Easy,,Low,Back,,5 minutes,1 minute,Stretch,10,,Low
Abs,Kneeling T-spine Rotation,Easy,None,Low,Core,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,Kneeling T-spine Rotation,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Erector Spinae,Kneeling T-spine Rotation,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Shoulders,Kneeling T-spine Rotation,Easy,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Shoulders,Plate Loaded Shoulder Press,Medium,Plate Loaded Machine,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Calf,Toe Extensor Stretch,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Abs,Standing Barbell Rollout,Hard,Barbell,High,Core,None,10 minutes,3 minutes,Strength,120,Increase duration,High
Triceps,Asisted Triceps Dips,Easy,Assisted Machine,Low,Triceps,None,8 minutes,1 minute,Strength,70,None,Low
Abs,Side Plank Oblique Crunch,Medium,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Chest,Reverse Chest Stretch,Easy,None,Low,Chest,None,5 minutes,1 minute,Stretch,10,None,Low
Abs,Medicine Ball-Sit-up Throw,Medium,Medicine Ball,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase weight,Low
Full Body,Medicine Ball-Sit-up Throw,Medium,Medicine Ball,Moderate,Core,,8 minutes,2 minutes,Strength,80,Increase weight,Low
Calf,Standing Dorsiflexion,Easy,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
